Article_ID,Error
105700,"The MW API does not have any info related to the rev-id provided as input (105700), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
87469,"The MW API does not have any info related to the rev-id provided as input (87469), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
105302,"The MW API does not have any info related to the rev-id provided as input (105302), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
105628,"The MW API does not have any info related to the rev-id provided as input (105628), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
105278,"The MW API does not have any info related to the rev-id provided as input (105278), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
105599,"The MW API does not have any info related to the rev-id provided as input (105599), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
105211,"The MW API does not have any info related to the rev-id provided as input (105211), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
105282,"The MW API does not have any info related to the rev-id provided as input (105282), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
106717,"The MW API does not have any info related to the rev-id provided as input (106717), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
57180,"The MW API does not have any info related to the rev-id provided as input (57180), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107215,"The MW API does not have any info related to the rev-id provided as input (107215), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107071,"The MW API does not have any info related to the rev-id provided as input (107071), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107185,"The MW API does not have any info related to the rev-id provided as input (107185), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107236,"The MW API does not have any info related to the rev-id provided as input (107236), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107273,"The MW API does not have any info related to the rev-id provided as input (107273), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
106814,"The MW API does not have any info related to the rev-id provided as input (106814), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107246,"The MW API does not have any info related to the rev-id provided as input (107246), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
106903,"The MW API does not have any info related to the rev-id provided as input (106903), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107264,"The MW API does not have any info related to the rev-id provided as input (107264), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107164,"The MW API does not have any info related to the rev-id provided as input (107164), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
18520327,"The MW API does not have any info related to the rev-id provided as input (18520327), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
106845,"The MW API does not have any info related to the rev-id provided as input (106845), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
106828,"The MW API does not have any info related to the rev-id provided as input (106828), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
106848,"The MW API does not have any info related to the rev-id provided as input (106848), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107106,"The MW API does not have any info related to the rev-id provided as input (107106), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107081,"The MW API does not have any info related to the rev-id provided as input (107081), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
106912,"The MW API does not have any info related to the rev-id provided as input (106912), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
106821,"The MW API does not have any info related to the rev-id provided as input (106821), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107805,"The MW API does not have any info related to the rev-id provided as input (107805), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108203,"The MW API does not have any info related to the rev-id provided as input (108203), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
63816,"The MW API does not have any info related to the rev-id provided as input (63816), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107965,"The MW API does not have any info related to the rev-id provided as input (107965), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108271,"The MW API does not have any info related to the rev-id provided as input (108271), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
21985451,"The MW API does not have any info related to the rev-id provided as input (21985451), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108079,"The MW API does not have any info related to the rev-id provided as input (108079), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
26661212,"The MW API does not have any info related to the rev-id provided as input (26661212), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108240,"The MW API does not have any info related to the rev-id provided as input (108240), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108095,"The MW API does not have any info related to the rev-id provided as input (108095), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
60341,"The MW API does not have any info related to the rev-id provided as input (60341), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108081,"The MW API does not have any info related to the rev-id provided as input (108081), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107852,"The MW API does not have any info related to the rev-id provided as input (107852), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108016,"The MW API does not have any info related to the rev-id provided as input (108016), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107678,"The MW API does not have any info related to the rev-id provided as input (107678), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108096,"The MW API does not have any info related to the rev-id provided as input (108096), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
6024874,"The MW API does not have any info related to the rev-id provided as input (6024874), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
28208,"The MW API does not have any info related to the rev-id provided as input (28208), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107788,"The MW API does not have any info related to the rev-id provided as input (107788), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107836,"The MW API does not have any info related to the rev-id provided as input (107836), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108560,"The MW API does not have any info related to the rev-id provided as input (108560), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108353,"The MW API does not have any info related to the rev-id provided as input (108353), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108547,"The MW API does not have any info related to the rev-id provided as input (108547), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
107840,"The MW API does not have any info related to the rev-id provided as input (107840), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108508,"The MW API does not have any info related to the rev-id provided as input (108508), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108561,"The MW API does not have any info related to the rev-id provided as input (108561), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108493,"The MW API does not have any info related to the rev-id provided as input (108493), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108502,"The MW API does not have any info related to the rev-id provided as input (108502), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108494,"The MW API does not have any info related to the rev-id provided as input (108494), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108588,"The MW API does not have any info related to the rev-id provided as input (108588), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108516,"The MW API does not have any info related to the rev-id provided as input (108516), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108591,"The MW API does not have any info related to the rev-id provided as input (108591), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108496,"The MW API does not have any info related to the rev-id provided as input (108496), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108509,"The MW API does not have any info related to the rev-id provided as input (108509), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108503,"The MW API does not have any info related to the rev-id provided as input (108503), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108510,"The MW API does not have any info related to the rev-id provided as input (108510), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108511,"The MW API does not have any info related to the rev-id provided as input (108511), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
26893809,"The MW API does not have any info related to the rev-id provided as input (26893809), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108517,"The MW API does not have any info related to the rev-id provided as input (108517), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108490,"The MW API does not have any info related to the rev-id provided as input (108490), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108522,"The MW API does not have any info related to the rev-id provided as input (108522), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108406,"The MW API does not have any info related to the rev-id provided as input (108406), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108518,"The MW API does not have any info related to the rev-id provided as input (108518), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108519,"The MW API does not have any info related to the rev-id provided as input (108519), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108504,"The MW API does not have any info related to the rev-id provided as input (108504), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108362,"The MW API does not have any info related to the rev-id provided as input (108362), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108441,"The MW API does not have any info related to the rev-id provided as input (108441), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108505,"The MW API does not have any info related to the rev-id provided as input (108505), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108499,"The MW API does not have any info related to the rev-id provided as input (108499), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108544,"The MW API does not have any info related to the rev-id provided as input (108544), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108507,"The MW API does not have any info related to the rev-id provided as input (108507), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108434,"The MW API does not have any info related to the rev-id provided as input (108434), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108608,"The MW API does not have any info related to the rev-id provided as input (108608), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108546,"The MW API does not have any info related to the rev-id provided as input (108546), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108524,"The MW API does not have any info related to the rev-id provided as input (108524), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108435,"The MW API does not have any info related to the rev-id provided as input (108435), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
96993,"The MW API does not have any info related to the rev-id provided as input (96993), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108500,"The MW API does not have any info related to the rev-id provided as input (108500), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108515,"The MW API does not have any info related to the rev-id provided as input (108515), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108688,"The MW API does not have any info related to the rev-id provided as input (108688), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108958,"The MW API does not have any info related to the rev-id provided as input (108958), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109217,"The MW API does not have any info related to the rev-id provided as input (109217), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108922,"The MW API does not have any info related to the rev-id provided as input (108922), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
20107027,"The MW API does not have any info related to the rev-id provided as input (20107027), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109531,"The MW API does not have any info related to the rev-id provided as input (109531), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109434,"The MW API does not have any info related to the rev-id provided as input (109434), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
108993,"The MW API does not have any info related to the rev-id provided as input (108993), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109674,"The MW API does not have any info related to the rev-id provided as input (109674), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
60613,"The MW API does not have any info related to the rev-id provided as input (60613), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
56902510,"The MW API does not have any info related to the rev-id provided as input (56902510), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109604,"The MW API does not have any info related to the rev-id provided as input (109604), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109606,"The MW API does not have any info related to the rev-id provided as input (109606), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109450,"The MW API does not have any info related to the rev-id provided as input (109450), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109723,"The MW API does not have any info related to the rev-id provided as input (109723), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109679,"The MW API does not have any info related to the rev-id provided as input (109679), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109003,"The MW API does not have any info related to the rev-id provided as input (109003), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109006,"The MW API does not have any info related to the rev-id provided as input (109006), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109688,"The MW API does not have any info related to the rev-id provided as input (109688), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109689,"The MW API does not have any info related to the rev-id provided as input (109689), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110432,"The MW API does not have any info related to the rev-id provided as input (110432), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109690,"The MW API does not have any info related to the rev-id provided as input (109690), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109633,"The MW API does not have any info related to the rev-id provided as input (109633), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110206,"The MW API does not have any info related to the rev-id provided as input (110206), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109890,"The MW API does not have any info related to the rev-id provided as input (109890), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110196,"The MW API does not have any info related to the rev-id provided as input (110196), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110197,"The MW API does not have any info related to the rev-id provided as input (110197), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109855,"The MW API does not have any info related to the rev-id provided as input (109855), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110136,"The MW API does not have any info related to the rev-id provided as input (110136), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
2321072,"The MW API does not have any info related to the rev-id provided as input (2321072), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110161,"The MW API does not have any info related to the rev-id provided as input (110161), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110246,"The MW API does not have any info related to the rev-id provided as input (110246), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110056,"The MW API does not have any info related to the rev-id provided as input (110056), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110210,"The MW API does not have any info related to the rev-id provided as input (110210), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110100,"The MW API does not have any info related to the rev-id provided as input (110100), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110009,"The MW API does not have any info related to the rev-id provided as input (110009), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110180,"The MW API does not have any info related to the rev-id provided as input (110180), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110172,"The MW API does not have any info related to the rev-id provided as input (110172), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110405,"The MW API does not have any info related to the rev-id provided as input (110405), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110156,"The MW API does not have any info related to the rev-id provided as input (110156), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110436,"The MW API does not have any info related to the rev-id provided as input (110436), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110099,"The MW API does not have any info related to the rev-id provided as input (110099), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110138,"The MW API does not have any info related to the rev-id provided as input (110138), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110395,"The MW API does not have any info related to the rev-id provided as input (110395), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110420,"The MW API does not have any info related to the rev-id provided as input (110420), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110152,"The MW API does not have any info related to the rev-id provided as input (110152), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110194,"The MW API does not have any info related to the rev-id provided as input (110194), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110211,"The MW API does not have any info related to the rev-id provided as input (110211), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110213,"The MW API does not have any info related to the rev-id provided as input (110213), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109879,"The MW API does not have any info related to the rev-id provided as input (109879), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109911,"The MW API does not have any info related to the rev-id provided as input (109911), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110131,"The MW API does not have any info related to the rev-id provided as input (110131), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110164,"The MW API does not have any info related to the rev-id provided as input (110164), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110195,"The MW API does not have any info related to the rev-id provided as input (110195), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
26663904,"The MW API does not have any info related to the rev-id provided as input (26663904), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110387,"The MW API does not have any info related to the rev-id provided as input (110387), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110427,"The MW API does not have any info related to the rev-id provided as input (110427), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109919,"The MW API does not have any info related to the rev-id provided as input (109919), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110203,"The MW API does not have any info related to the rev-id provided as input (110203), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110407,"The MW API does not have any info related to the rev-id provided as input (110407), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110142,"The MW API does not have any info related to the rev-id provided as input (110142), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110253,"The MW API does not have any info related to the rev-id provided as input (110253), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110198,"The MW API does not have any info related to the rev-id provided as input (110198), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110255,"The MW API does not have any info related to the rev-id provided as input (110255), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109863,"The MW API does not have any info related to the rev-id provided as input (109863), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110208,"The MW API does not have any info related to the rev-id provided as input (110208), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110413,"The MW API does not have any info related to the rev-id provided as input (110413), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110192,"The MW API does not have any info related to the rev-id provided as input (110192), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110153,"The MW API does not have any info related to the rev-id provided as input (110153), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110145,"The MW API does not have any info related to the rev-id provided as input (110145), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
